,duration_minutes,title,release_year,rating,description,show_id,added_month,added_month_name,added_year
828,92,Beauties of the Night,2016,TV-MA,"Back in the days of disco, Mexico had its own stars of the night. This documentary casts new light on former queens of the Mexican burlesque scene.",80141787,11,November,2016
829,61,Michael Che Matters,2016,TV-MA,"""SNL"" star Michael Che takes on hot-button topics like inequality, homophobia and gentrification in this stand-up set filmed live in Brooklyn.",80049871,11,November,2016
830,92,Awake,2019,TV-MA,"After an accident leaves him with no recollection of who he is, a man becomes a prime suspect in the search for a serial killer targeting young women.",81218079,11,November,2019
831,114,Popeye,1980,PG,"During a storm that wrecks his ship, super-strong sailor Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive.",60028294,11,November,2019
832,121,Shot Caller,2017,R,"Trying to go straight, a once-successful businessman fresh out of prison is forced to orchestrate a brazen crime or risk his family.",80125671,11,November,2019
833,94,Bushwick,2017,TV-MA,"When their diverse neighborhood is besieged by a mysterious militia, a grad student and an ex-Marine become an unlikely team in a battle for survival.",80174220,11,November,2017
834,114,Cuba and the Cameraman,2017,TV-14,Emmy-winning filmmaker Jon Alpert chronicles the fortunes of three Cuban families over the course of four tumultuous decades in the nation's history.,80126449,11,November,2017
835,101,The Girl from the Song,2016,TV-MA,"When an aspiring musician falls for a carefree college student, he follows her to the Nevada desert to declare his love to her and find himself.",80103512,11,November,2017
836,94,Charlotte's Web,1973,G,"Follow the adventures of Wilbur the pig, Templeton the rat and Charlotte the spider in this animated musical version of E.B. White's timeless story.",60020948,11,November,2019
837,109,End of Watch,2012,R,"Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence.",70235384,11,November,2019
838,110,Hamburger Hill,1987,R,The Vietnam War's horrors come brutally to life through the eyes of American soldiers trying to take a heavily fortified hill under Vietcong control.,569355,11,November,2019
839,96,The Time Machine,2002,PG-13,"Based on the H.G. Wells classic, this adventure follows a scientist and inventor who's determined to prove to doubters that time travel is possible.",60022645,11,November,2019
840,93,Deep,2017,PG,"After accidentally trapping his family in their underwater home, a young octopus and his ocean-dwelling buddies search for help far across the sea.",80196379,11,November,2017
841,97,Brother,2019,TV-MA,"Thrust from a violent home into a brutal custody center, a teenager learns to navigate a tough new reality and forge unlikely alliances to survive.",80198859,11,November,2019
842,121,Girls und Panzer der Film,2015,TV-14,The girls of Ōarai High must face off against a formidable university team in a fierce tank battle to once again avoid closure of their school.,80159876,11,November,2019
843,56,Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,2008,TV-14,Mike Birbiglia performs in this live concert special that features a riotous selection of the unique insights and observations culled from his diary.,70091304,11,November,2019
844,119,Shelby American,2019,TV-14,"Featuring interviews and vintage footage, this documentary traces American icon Carroll Shelby's life of reinvention from farmer to racer to entrepreneur.",81218074,11,November,2019
845,104,The Christmas Chronicles,2018,TV-PG,"After accidentally crashing Santa's sleigh, a brother and sister pull an all-nighter to save Christmas with a savvy, straight-talking St. Nick.",80199682,11,November,2018
846,109,Barbra: The Music ... The Mem'ries ... The Magic!,2017,TV-14,"Iconic songstress Barbra Streisand culminates her 13-city tour in Miami with dazzling ballads, Broadway standards and stories from behind the scenes.",80203522,11,November,2017
847,88,Ludo,2015,TV-MA,"Needing a secluded place for a late-night tryst, two couples stow away in a mall after hours, but are quickly ensnared in a gruesome and deadly game.",80107037,11,November,2016
848,88,Mercy,2016,TV-MA,Two brothers clash with their half-siblings when a visit home to see their dying mother surfaces old secrets and becomes a fight for survival.,80077402,11,November,2016
849,113,The Land of Cards,2012,TV-MA,A royal prince arrives on an island of fascist rule and inspires a rebellion among its women in this hallucinogenic adaptation of a classic play.,80107219,11,November,2016
850,138,K-19: The Widowmaker,2002,PG-13,"On board Russia's first nuclear ballistic submarine, Capt. Vostrikov must race against time to prevent a Chernobyl-like explosion.",60023606,11,November,2019
851,93,The Knight Before Christmas,2019,TV-14,"Medieval magic sends a 14th-century knight to modern-day Ohio, where he falls for a high school science teacher who's disillusioned by love.",81026188,11,November,2019
852,110,De Palma,2015,R,"Iconoclastic film director Brian DePalma takes a look back at the production of such classic movies as ""Carrie,"" ""Scarface"" and ""The Untouchables.""",80080109,11,November,2018
853,91,The Tribe,2018,TV-MA,"An executive-turned-viral sensation loses his reputation and his memory, but finds a new life with his biological mother and her empowered dance group.",80988835,11,November,2018
854,51,Beat Bugs: All Together Now,2017,TV-Y,"After winning a local talent show, the Beat Bugs journey to compete on ""The Bug Factor,"" a televised singing contest held in faraway Rocket Ship Park.",80208104,11,November,2017
855,61,Brian Regan: Nunchucks and Flamethrowers,2017,TV-PG,"Brian Regan takes relatable family humor to new heights as he talks board games, underwear elastic and looking for hot dogs in all the wrong places.",80134827,11,November,2017
856,73,Saving Capitalism,2017,TV-PG,Former Secretary of Labor Robert Reich meets with Americans from all walks of life as he chronicles a seismic shift in the nation's economy.,80127558,11,November,2017
857,113,The Case for Christ,2017,TV-PG,"Bothered by his wife's unyielding belief in Christianity, an investigative reporter sets out to use verifiable facts to poke holes in her faith.",80158084,11,November,2017
858,67,Carlos Ballarta: El amor es de putos,2016,TV-MA,"Carlos Ballarta mocks daily life in Mexico, including public transit, the education system and the corn seller who betrays your confidence.",80124725,11,November,2016
859,111,Adore,2013,R,"When lifelong friends Roz and Lil fall in love with each other's teenage sons, they must carry out their affairs in relative secrecy.",70267398,11,November,2019
860,88,Be Somebody,2016,PG,"To escape the stress of fame, teen pop star Jordan goes incognito in a small town, where he forms a special bond with high school art student Emily.",80108983,11,November,2019
861,81,Beavis and Butt-head Do America,1996,PG-13,"After realizing that their boob tube is gone, Beavis and Butt-head set off on an expedition that takes them from Las Vegas to the nation's capital.",292118,11,November,2019
862,73,Bebe's Kids,1992,PG-13,"When ladies' man Robin meets Jamika, he falls head over heels, but she greets him with four surprises: her son and her girlfriend Bebe's three kids.",70003046,11,November,2019
863,86,"Bikram: Yogi, Guru, Predator",2019,TV-MA,This documentary charts the rise and fall of hot yoga founder Bikram Choudhury as his global empire is born and disturbing revelations come to light.,80221584,11,November,2019
864,116,Black Snake Moan,2007,R,"Lazarus finds Rae beaten and near death, and acts as a father figure to help redeem her. But before saving anyone, Lazarus must face his own demons.",70053833,11,November,2019
865,85,Carriers,2009,PG-13,"As a lethal virus spreads globally, four friends seek a reputed plague-free haven. But while avoiding the infected, the travelers turn on one another.",70122722,11,November,2019
866,134,Dorasaani,2019,TV-14,A village landlord's daughter and an educated commoner must decide if their budding forbidden love is worth resisting a repressive social hierarchy.,81217738,11,November,2019
867,109,Dream/Killer,2015,TV-MA,This riveting crime doc follows Bill as he confronts America's broken judicial system after his son is falsely sentenced to 40 years in prison.,80081990,11,November,2019
868,102,Evolution,2001,PG-13,"After two community college geology professors discover microscopic alien life-forms on a meteorite, the military and government become involved.",60004471,11,November,2019
869,101,Eye for an Eye,1996,R,Grieving mother Karen McCann takes justice into her own hands when the man who raped and murdered her daughter is freed on a technicality.,60022413,11,November,2019
870,88,Hot Rod,2007,PG-13,Andy Samberg stars in this comedy as an accident-prone daredevil who's determined to jump 15 buses on his moped and impress his abusive stepfather.,70058022,11,November,2019
871,101,It Takes Two,1995,PG,"The Olsen twins put a cute new spin on Mark Twain's classic tale ""The Prince and the Pauper,"" playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa.",60022502,11,November,2019
872,28,"Lorena, Light-Footed Woman",2019,TV-G,Lorena Ramírez of Mexico's Rarámuri community lives a pastoral life – except when she straps on her sandals to compete as an ultramarathon runner.,80244683,11,November,2019
873,103,"Love, Rosie",2014,R,"Over the years, as they come and go in each other's life, childhood pals Rosie and Alex struggle to resolve the lasting, intimate bond between them.",80028357,11,November,2019
874,131,Mallesham,2019,TV-PG,"A self-trained engineer risks debt, love and reputation in his quest to improve the grueling work conditions of his mother and her weaving community.",81217739,11,November,2019
875,166,Once Upon a Time in the West,1968,PG-13,"In this epic spaghetti Western, a flinty gunslinger is hired by a railroad tycoon to kill anyone standing in the way of his trans-American iron horse.",60031884,11,November,2019
